,Eigenvalue,v values
0,0.447213595499958,0.95
1,0.44494920831461116,0.9505050505050504
2,0.4426732383593983,0.951010101010101
3,0.44038550605054533,0.9515151515151514
4,0.43808582711518146,0.952020202020202
5,0.43577401241812275,0.9525252525252524
6,0.4334498677803326,0.953030303030303
7,0.43111319378857615,0.9535353535353535
8,0.4287637855957345,0.954040404040404
9,0.4264014327112215,0.9545454545454545
10,0.4240259187808927,0.955050505050505
11,0.42163702135578435,0.9555555555555555
12,0.4192345116489995,0.956060606060606
13,0.41681815427998664,0.9565656565656565
14,0.41438770700537525,0.9570707070707071
15,0.4119429204355512,0.9575757575757575
16,0.40948353773597257,0.9580808080808081
17,0.40700929431226274,0.9585858585858585
18,0.404519917477947,0.9590909090909091
19,0.40201512610368545,0.9595959595959596
20,0.39949463024671583,0.9601010101010101
21,0.3969581307590985,0.9606060606060606
22,0.3944053188733096,0.961111111111111
23,0.39183587576350515,0.9616161616161616
24,0.3892494720807613,0.962121212121212
25,0.3866457674602814,0.9626262626262626
26,0.38402440999856824,0.9631313131313131
27,0.3813850356982363,0.9636363636363636
28,0.378727267878013,0.9641414141414141
29,0.37605071654517763,0.9646464646464646
30,0.37335497772755066,0.9651515151515151
31,0.37063963276171313,0.9656565656565657
32,0.3679042475339696,0.9661616161616161
33,0.36514837167011144,0.9666666666666667
34,0.3623715376697391,0.9671717171717171
35,0.3595732599803962,0.9676767676767677
36,0.3567530340063376,0.9681818181818181
37,0.35391033504621716,0.9686868686868687
38,0.3510446171533241,0.9691919191919192
39,0.34815531191139526,0.9696969696969697
40,0.3452418271182098,0.9702020202020202
41,0.3423035453683132,0.9707070707070706
42,0.33933982252531925,0.9712121212121212
43,0.33634998607300787,0.9717171717171716
44,0.3333333333333348,0.9722222222222222
45,0.33028912953790895,0.9727272727272727
46,0.32721660573801414,0.9732323232323232
47,0.3241149565362656,0.9737373737373737
48,0.320983337620979,0.9742424242424242
49,0.3178208630818657,0.9747474747474747
50,0.314626602482846,0.9752525252525253
51,0.3113995776646099,0.9757575757575757
52,0.30813875924572576,0.9762626262626263
53,0.30484306278689394,0.9767676767676767
54,0.30151134457776474,0.9772727272727273
55,0.29814239699997136,0.9777777777777777
56,0.29473494341303885,0.9782828282828283
57,0.29128763250176737,0.9787878787878788
58,0.2877990320141514,0.9792929292929293
59,0.2842676218074798,0.9797979797979798
60,0.280691786106896,0.9803030303030302
61,0.27706980486454424,0.9808080808080808
62,0.2733998440882412,0.9813131313131312
63,0.2696799449852976,0.9818181818181818
64,0.26590801173915546,0.9823232323232323
65,0.2620817977022993,0.9828282828282828
66,0.25819888974716276,0.9833333333333333
67,0.2542566904654926,0.9838383838383838
68,0.25025239784318476,0.9843434343434343
69,0.24618298195866517,0.9848484848484849
70,0.24204515815413388,0.9853535353535353
71,0.237835356004224,0.9858585858585859
72,0.2335496832484577,0.9863636363636363
73,0.22918388365077635,0.9868686868686869
74,0.22473328748774798,0.9873737373737373
75,0.22019275302527344,0.9878787878787879
76,0.21555659689428866,0.9883838383838384
77,0.2108185106778905,0.9888888888888889
78,0.20597146021777574,0.9893939393939394
79,0.2010075630518454,0.9898989898989898
80,0.19591793788175357,0.9904040404040404
81,0.19069251784911911,0.9909090909090909
82,0.18531981638085723,0.9914141414141414
83,0.17978662999019915,0.9919191919191919
84,0.17407765595569846,0.9924242424242424
85,0.16817499303650507,0.9929292929292929
86,0.16205747826813116,0.9934343434343434
87,0.15569978883230548,0.9939393939393939
88,0.149071198499985,0.9944444444444445
89,0.14213381090374272,0.9949494949494949
90,0.13483997249265092,0.9954545454545455
91,0.12712834523274713,0.9959595959595959
92,0.1189176780021143,0.9964646464646465
93,0.11009637651264036,0.996969696969697
94,0.10050378152592294,0.9974747474747475
95,0.0898933149951051,0.997979797979798
96,0.07784989441616463,0.9984848484848485
97,0.06356417261637386,0.998989898989899
98,0.04494665749756261,0.9994949494949494
99,1.4116032522377304e-08,1.0
